ViolationPrecinct,datetime_rnd,counts,counts_hat
0,2017-06-25 03:45:00,0,0.0453214382514074
0,2017-06-25 04:00:00,0,0.0214041968854637
0,2017-06-25 04:15:00,0,0.0211979729447436
0,2017-06-25 04:30:00,0,0.0211271648711816
0,2017-06-25 04:45:00,0,0.0210350167693232
0,2017-06-25 05:00:00,0,0.0141291447235157
0,2017-06-25 05:15:00,0,0.0140892256051694
0,2017-06-25 05:30:00,0,0.0140754998353635
0,2017-06-25 05:45:00,0,0.0140556046620142
0,2017-06-25 06:00:00,0,0.0103335408727491
0,2017-06-25 06:15:00,0,0.0103179138770778
0,2017-06-25 06:30:00,0,0.0103125970054642
0,2017-06-25 06:45:00,0,0.0103247496893721
0,2017-06-25 07:00:00,0,0.0302793251783174
0,2017-06-25 07:15:00,0,0.0305247332359926
0,2017-06-25 07:30:00,0,0.0306112015941332
0,2017-06-25 07:45:00,0,0.0308158908382405
0,2017-06-25 08:00:00,0,0.0701444818622846
0,2017-06-25 08:15:00,0,0.0712801587281056
0,2017-06-25 08:30:00,0,0.0717039424765103
0,2017-06-25 08:45:00,0,0.0722307169824739
0,2017-06-25 09:00:00,0,0.0817149981753606
0,2017-06-25 09:15:00,0,0.0820488466331763
0,2017-06-25 09:30:00,0,0.0821775708092776
0,2017-06-25 09:45:00,0,0.0824382132532331
0,2017-06-25 10:00:00,0,0.0994542879026058
0,2017-06-25 10:15:00,0,0.10015716118524
0,2017-06-25 10:30:00,0,0.100424689620308
0,2017-06-25 10:45:00,0,0.100441795857064
0,2017-06-25 11:00:00,0,0.0713324039437653
0,2017-06-25 11:15:00,0,0.0704958164746104
0,2017-06-25 11:30:00,0,0.0701903651847273
0,2017-06-25 11:45:00,0,0.0698531825269978
0,2017-06-25 12:00:00,0,0.0693086187478508
0,2017-06-25 12:15:00,0,0.0692829066724517
0,2017-06-25 12:30:00,0,0.0692706826636465
0,2017-06-25 12:45:00,0,0.0691336550845593
0,2017-06-25 13:00:00,0,0.0486666170318849
0,2017-06-25 13:15:00,0,0.0482622434819421
0,2017-06-25 13:30:00,0,0.0481178995486254
0,2017-06-25 13:45:00,0,0.0479385725961796
0,2017-06-25 14:00:00,0,0.0430844606918383
0,2017-06-25 14:15:00,0,0.0429964690423568
0,2017-06-25 14:30:00,0,0.0429659165531581
0,2017-06-25 14:45:00,0,0.0431574539994183
0,2017-06-25 15:00:00,0,0.101309174325548
0,2017-06-25 15:15:00,0,0.103749211230969
0,2017-06-25 15:30:00,0,0.10470031031778
0,2017-06-25 15:45:00,0,0.105722730041248
