datetime_rnd,ViolationCounty,ViolationPrecinct,lon,lat,counts,dow,hour,month,minute,counts_hat
2017-06-24 11:00:00,NY,30,-73.96567486946162,40.78961452137953,3.0,5,11,6,0,2.4164438502673797
2017-06-24 11:15:00,NY,30,-73.96567486946162,40.78961452137953,4.0,5,11,6,15,2.4164438502673797
2017-06-24 11:30:00,NY,30,-73.96567486946162,40.78961452137953,3.0,5,11,6,30,2.4164438502673797
2017-06-24 11:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,11,6,45,2.4164438502673797
2017-06-24 12:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,12,6,0,2.2433155080213902
2017-06-24 12:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,12,6,15,2.2433155080213902
2017-06-24 12:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,12,6,30,2.2433155080213902
2017-06-24 12:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,12,6,45,2.2433155080213902
2017-06-24 13:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,13,6,0,2.210115864527629
2017-06-24 13:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,13,6,15,2.210115864527629
2017-06-24 13:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,13,6,30,2.210115864527629
2017-06-24 13:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,13,6,45,2.210115864527629
2017-06-24 14:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,14,6,0,2.2803030303030303
2017-06-24 14:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,14,6,15,2.2803030303030303
2017-06-24 14:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,14,6,30,2.2803030303030303
2017-06-24 14:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,14,6,45,2.2803030303030303
2017-06-24 15:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,15,6,0,2.103609625668449
2017-06-24 15:15:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,15,6,15,2.103609625668449
2017-06-24 15:30:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,15,6,30,2.103609625668449
2017-06-24 15:45:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,15,6,45,2.103609625668449
2017-06-24 16:00:00,NY,30,-73.96567486946162,40.78961452137953,0.0,5,16,6,0,2.301916221033868
